file	format	type	num_seqs	sum_len	min_len	avg_len	max_len
adapter-removed/C128.trimmed_1.fastq	FASTQ	DNA	116594	26230747	54	225.0	225
adapter-removed/C128.trimmed_2.fastq	FASTQ	DNA	116594	26115837	66	224.0	224
adapter-removed/C129.trimmed_1.fastq	FASTQ	DNA	137754	30992422	90	225.0	225
adapter-removed/C129.trimmed_2.fastq	FASTQ	DNA	137754	30853573	6	224.0	224
adapter-removed/C12.trimmed_1.fastq	FASTQ	DNA	94212	21195137	1	225.0	225
adapter-removed/C12.trimmed_2.fastq	FASTQ	DNA	94212	21101809	45	224.0	224
adapter-removed/C130.trimmed_1.fastq	FASTQ	DNA	145826	32805441	3	225.0	225
adapter-removed/C130.trimmed_2.fastq	FASTQ	DNA	145826	32661834	4	224.0	224
adapter-removed/C131.trimmed_1.fastq	FASTQ	DNA	136943	30809037	36	225.0	225
adapter-removed/C131.trimmed_2.fastq	FASTQ	DNA	136943	30672170	3	224.0	224
adapter-removed/C132.trimmed_1.fastq	FASTQ	DNA	147402	33163584	138	225.0	225
adapter-removed/C132.trimmed_2.fastq	FASTQ	DNA	147402	33016419	3	224.0	224
adapter-removed/C133.trimmed_1.fastq	FASTQ	DNA	137074	30838367	4	225.0	225
adapter-removed/C133.trimmed_2.fastq	FASTQ	DNA	137074	30701142	6	224.0	224
adapter-removed/C134.trimmed_1.fastq	FASTQ	DNA	133288	29986378	46	225.0	225
adapter-removed/C134.trimmed_2.fastq	FASTQ	DNA	133288	29845378	2	223.9	224
adapter-removed/C135.trimmed_1.fastq	FASTQ	DNA	133478	30028229	35	225.0	225
adapter-removed/C135.trimmed_2.fastq	FASTQ	DNA	133478	29896574	5	224.0	224
adapter-removed/C136.trimmed_1.fastq	FASTQ	DNA	138122	31074716	13	225.0	225
adapter-removed/C136.trimmed_2.fastq	FASTQ	DNA	138122	30937725	46	224.0	224
adapter-removed/C137.trimmed_1.fastq	FASTQ	DNA	120812	27178981	2	225.0	225
adapter-removed/C137.trimmed_2.fastq	FASTQ	DNA	120812	27060119	80	224.0	224
adapter-removed/C138.trimmed_1.fastq	FASTQ	DNA	116000	26096624	30	225.0	225
adapter-removed/C138.trimmed_2.fastq	FASTQ	DNA	116000	25980147	7	224.0	224
adapter-removed/C139.trimmed_1.fastq	FASTQ	DNA	125989	28343673	21	225.0	225
adapter-removed/C139.trimmed_2.fastq	FASTQ	DNA	125989	28219457	2	224.0	224
adapter-removed/C13.trimmed_1.fastq	FASTQ	DNA	132140	29728889	7	225.0	225
adapter-removed/C13.trimmed_2.fastq	FASTQ	DNA	132140	29595475	4	224.0	224
adapter-removed/C140.trimmed_1.fastq	FASTQ	DNA	114442	25746001	5	225.0	225
adapter-removed/C140.trimmed_2.fastq	FASTQ	DNA	114442	25632676	6	224.0	224
adapter-removed/C141.trimmed_1.fastq	FASTQ	DNA	147206	33118545	14	225.0	225
adapter-removed/C141.trimmed_2.fastq	FASTQ	DNA	147206	32972831	22	224.0	224
adapter-removed/C142.trimmed_1.fastq	FASTQ	DNA	146096	32866866	4	225.0	225
adapter-removed/C142.trimmed_2.fastq	FASTQ	DNA	146096	32718114	3	223.9	224
adapter-removed/C143.trimmed_1.fastq	FASTQ	DNA	115461	25974373	2	225.0	225
adapter-removed/C143.trimmed_2.fastq	FASTQ	DNA	115461	25853981	2	223.9	224
adapter-removed/C144.trimmed_1.fastq	FASTQ	DNA	134460	30250002	1	225.0	225
adapter-removed/C144.trimmed_2.fastq	FASTQ	DNA	134460	30112280	2	223.9	224
adapter-removed/C145.trimmed_1.fastq	FASTQ	DNA	127819	28755546	7	225.0	225
adapter-removed/C145.trimmed_2.fastq	FASTQ	DNA	127819	28627949	4	224.0	224
adapter-removed/C146.trimmed_1.fastq	FASTQ	DNA	129750	29191152	3	225.0	225
adapter-removed/C146.trimmed_2.fastq	FASTQ	DNA	129750	29057167	1	223.9	224
adapter-removed/C147.trimmed_1.fastq	FASTQ	DNA	146779	33022583	4	225.0	225
adapter-removed/C147.trimmed_2.fastq	FASTQ	DNA	146779	32873607	3	224.0	224
adapter-removed/C148.trimmed_1.fastq	FASTQ	DNA	132162	29732544	3	225.0	225
adapter-removed/C148.trimmed_2.fastq	FASTQ	DNA	132162	29599814	1	224.0	224
